"do_grid","loglik","loglik_se","rho_value"
455,-1460.31291367291,0.143968701285069,0.301536421942484
456,-1468.04715114023,0.70323262928407,0.301963009371134
269,-1479.29788917524,0.214289567419954,0.22219116021368
408,-1458.98436676031,0.170759908694895,0.281486812795958
445,-1461.05792368384,0.411701056161107,0.297270547655989
418,-1465.03908743797,0.378076079700232,0.285752687082453
132,-1546.14693442101,2.76885924350518,0.1637486824887
49,-1610.64440500356,0.769944827172802,0.128341925910792
411,-1459.27631437301,0.229901463251498,0.282766575081907
453,-1459.89239759844,0.246756340733007,0.300683247085185
443,-1464.37428287649,0.445769019873838,0.29641737279869
449,-1462.96097855949,0.111719542464694,0.298976897370587
444,-1459.84930673436,0.273582196621084,0.29684396022734
461,-1464.85114033264,0.389425549928392,0.304095946514381
452,-1461.32223748815,0.250679270672888,0.300256659656536
188,-1518.25724864583,0.728785088976601,0.187637578493071
76,-1584.00512637627,7.35301753777439,0.139859786484329
458,-1459.9102442718,0.243356281348326,0.302816184228433
447,-1460.59498295973,0.180683786381271,0.298123722513288
439,-1457.0571842836,0.192033265391217,0.294711023084092
446,-1463.8206454201,0.523425078276769,0.297697135084639
457,-1460.43677395746,1.51079322979475,0.302389596799783
77,-1574.45306483401,1.54717340930538,0.140286373912978
460,-1460.62208410986,0.492383401161984,0.303669359085732
419,-1464.2310075008,0.0973808940875895,0.286179274511103
442,-1466.37668412453,0.243474524886958,0.295990785370041
463,-1460.44684925942,0.225050577644436,0.30494912137168
128,-1567.17957794362,3.44644831565624,0.162042332774102
184,-1510.92554235713,0.382365370470886,0.185931228778473
410,-1458.73778277472,0.14397242786676,0.282339987653257
420,-1459.03569711131,0.105569145734057,0.286605861939752
459,-1467.7834342126,0.189172440267754,0.303242771657082
187,-1551.17636390779,1.84011704297084,0.187210991064422
450,-1460.28860824977,0.0971170973842032,0.299403484799237
185,-1523.93560414143,3.7642525813388,0.186357816207123
437,-1457.79636355551,0.130347542599984,0.293857848226793
451,-1461.58290318602,0.408228673721378,0.299830072227886
133,-1580.95230997975,1.36307924852422,0.164175269917349
183,-1537.6753090809,3.39911821480712,0.185504641349824
436,-1461.66741450933,0.272762921882051,0.293431260798144
73,-1614.59318073902,6.78725357986387,0.13858002419838
78,-1632.77825051683,0.91315040762069,0.140712961341628
70,-1728.56494839572,42.1055478650061,0.137300261912432
126,-1545.08747699264,9.17996294134701,0.161189157916803
134,-1600.60431041239,27.4078390950304,0.164601857345999
22,-1646.98090678321,8.24385493209387,0.116824065337256
74,-1589.23631766898,1.88579213504761,0.13900661162703
25,-1671.58777885305,0.739596810347595,0.118103827623205
21,-1798.11713336368,18.1725403873748,0.116397477908607
186,-1520.3495209696,2.95321818319319,0.186784403635772
130,-1558.05542095865,4.21342374811555,0.162895507631401
124,-1585.90683161314,1.12978655193898,0.160335983059504
448,-1457.21325943596,0.122517626196071,0.298550309941938
553,-1465.08592431953,0.320300595441183,0.343341989950134
17,-1678.14267907244,33.5617588438883,0.114691128194009
129,-1545.23996335337,2.59751865507339,0.162468920202751
27,-1732.70785060859,13.3855915198914,0.118957002480504
69,-1602.77135230422,3.5525373311671,0.136873674483782
68,-1595.1579049672,2.56879541672137,0.136447087055133
551,-1470.8367324078,0.256343413845752,0.342488815092835
72,-1610.54646616569,0.948813101610281,0.138153436769731
440,-1459.22028734844,0.24332507963672,0.295137610512742
552,-1467.68355222515,0.480439687505458,0.342915402521484
438,-1462.45633468499,0.659088915190141,0.294284435655443
131,-1551.69481668075,1.75431156149599,0.16332209506005
79,-1596.92909413431,1.18546037710987,0.141139548770277
202,-1527.54155508097,10.6405867866032,0.193609802494164
201,-1509.60498576856,1.57181951802537,0.193183215065514
196,-1508.92233378277,1.68898272933582,0.191050277922267
195,-1524.52368101627,5.55990563214109,0.190623690493617
20,-1640.83236163324,7.1479385029759,0.115970890479957
194,-1514.45192090095,2.9747067475944,0.190197103064968
127,-1532.84001135044,2.43485556701583,0.161615745345452
71,-1663.66133943828,2.51574396841983,0.137726849341081
199,-1529.65990803272,0.544306898206161,0.192330040208215
19,-1687.45713448924,15.3368026871959,0.115544303051308
550,-1468.60811560835,0.117854564574223,0.342062227664185
198,-1501.21809391876,0.525061533063358,0.191903452779566
123,-1616.05498546143,1.57694808555253,0.159909395630854
75,-1608.35067433751,1.69336074834042,0.139433199055679
26,-1690.27509592597,2.50591635538514,0.118530415051854
193,-1561.29841105697,1.03686717611748,0.189770515636319
16,-1697.38819888997,9.50155407563881,0.114264540765359
192,-1515.67055716379,0.643217591699195,0.189343928207669
200,-1525.63883562463,0.705638448048615,0.192756627636865
125,-1569.62998410709,1.33867337092101,0.160762570488153
144,-1581.05652275219,0.938497699615622,0.168867731632494
203,-1550.7870331479,0.474457300486193,0.194036389922813
23,-1704.34904811994,15.5737167925957,0.117250652765906
28,-1664.61771487952,2.81669868791166,0.119383589909153
24,-1634.12461247209,7.35875540708331,0.117677240194555
197,-1568.38780002007,5.4751063786301,0.191476865350916
18,-1635.50400359041,6.25492230623376,0.115117715622658
191,-1556.46008149708,3.30656917381288,0.18891734077902
182,-1512.09613302727,2.5629743392149,0.185078053921174
181,-1514.6967808274,1.51425939767846,0.184651466492525
145,-1541.01076029841,0.647791165955799,0.169294319061143
142,-1547.32839882407,1.39595934793639,0.168014556775195
139,-1554.15756558235,0.926470809359672,0.166734794489246
141,-1562.42778819265,4.0219875213528,0.167587969346545
15,-1761.45622492888,2.47447659673728,0.11383795333671
135,-1546.94931699482,1.73702429742099,0.165028444774648
140,-1571.25023746481,0.944475718579142,0.167161381917896
143,-1572.09238884176,2.84705787526038,0.168441144203844
146,-1533.32731421259,5.98111803250314,0.169720906489793
138,-1553.2048016904,4.61377221411931,0.166308207060597
111,-1631.34569423432,2.42686030797891,0.154790346487061
119,-1553.9280918492,6.59922187636354,0.158203045916256
377,-1461.01508780601,0.347510796698206,0.268262602507824
136,-1553.59546096071,1.24039444574984,0.165455032203298
117,-1560.81688588822,5.23270153233462,0.157349871058957
118,-1581.5216267941,4.49602678695823,0.157776458487607
108,-1576.52618225422,1.04848303195088,0.153510584201112
114,-1667.93565803769,30.2039425635066,0.156070108773009
380,-1460.60362553419,0.41743989186692,0.269542364793773
231,-1508.02644277233,0.792224533488553,0.205980837924999
373,-1461.10821298211,0.198188222849697,0.266556252793226
378,-1460.30243585998,0.205128897060753,0.268689189936474
379,-1456.31087601808,0.302445155015894,0.269115777365123
234,-1493.87118935199,0.427229213563418,0.207260600210947
236,-1497.87507893877,0.713778701049652,0.208113775068246
375,-1462.0906399178,0.874860321668337,0.267409427650525
372,-1462.04448267952,0.133455880361545,0.266129665364577
376,-1456.62744264149,0.247883845120094,0.267836015079175
116,-1565.80421092151,0.868359668006617,0.156923283630308
110,-1575.26520708166,12.6678823475556,0.154363759058411
115,-1573.63209029164,1.0550527940985,0.156496696201659
431,-1456.6102269497,0.114599674488319,0.291298323654896
240,-1485.00455611027,0.394309871267403,0.209820124782844
137,-1557.24899755407,2.42695743867866,0.165881619631947
427,-1459.51088787262,0.213556688244128,0.289591973940298
230,-1513.99888597589,1.1953120525388,0.20555425049635
233,-1499.19807705037,0.401583173782711,0.206834012782298
112,-1556.30950514016,0.715531591293002,0.15521693391571
426,-1457.95694921781,0.208001106134158,0.289165386511649
370,-1455.66156723204,0.14046374394241,0.265276490507278
251,-1489.53348850876,0.324038248610821,0.214512586497989
429,-1462.19141079068,0.126488104189622,0.290445148797597
249,-1494.67989406639,1.80682008550736,0.21365941164069
247,-1498.76890720644,1.93695427761343,0.212806236783391
374,-1460.10035251155,0.273760067234132,0.266982840221876
228,-1497.87893003265,0.317147825219401,0.204701075639051
243,-1488.33956387295,0.505610765089856,0.211099887068793
428,-1457.24217415092,0.342127410533054,0.290018561368948
430,-1459.7011514165,0.155291763141295,0.290871736226247
435,-1459.51133948059,0.317835653755817,0.293004673369494
238,-1486.24333863391,0.227608157441841,0.208966949925545
239,-1495.16219150286,0.35552201083239,0.209393537354195
433,-1461.20358754379,0.208741617891459,0.292151498512195
425,-1459.94329386592,0.121762104780752,0.288738799082999
424,-1456.3797292701,0.211019259203068,0.28831221165435
242,-1494.0191040252,0.982769265395189,0.210673299640143
244,-1501.73596330685,0.463541556041767,0.211526474497442
237,-1485.97625129413,2.10091754256005,0.208540362496896
300,-1468.36665013594,0.134507940665215,0.235415370501814
299,-1470.45380868683,0.38826647496795,0.234988783073164
235,-1501.58787842817,0.265466953289943,0.207687187639597
107,-1581.66630448228,1.51392735290194,0.153083996772463
248,-1483.65686544795,0.135543019134616,0.21323282421204
252,-1490.55387692871,0.297488696744152,0.214939173926638
106,-1565.380527962,1.40322590753233,0.152657409343813
113,-1599.24719537349,1.81197161340787,0.15564352134436
250,-1500.59241365845,0.262854303176641,0.214085999069339
422,-1459.22675272166,0.205832297722592,0.287459036797051
246,-1506.2797411484,0.501476865859219,0.212379649354741
301,-1469.30015252749,0.230832159714517,0.235841957930463
434,-1461.7495550711,0.517546591187963,0.292578085940845
305,-1464.08486389587,0.14254253310083,0.237548307645061
297,-1480.6102325975,0.242309298395296,0.234135608215865
423,-1457.55222847686,0.187062273934201,0.287885624225701
245,-1491.76400241661,0.348464416150025,0.211953061926092
232,-1494.63372210708,0.23809111663315,0.206407425353649
109,-1581.06266980666,2.48050529112968,0.153937171629762
298,-1477.60319387603,0.661855661818514,0.234562195644515
253,-1490.81794779191,0.194335452614595,0.215365761355288
254,-1499.95657800256,0.355947474792942,0.215792348783937
296,-1468.3203690198,0.153217184989564,0.233709020787216
371,-1463.71657270983,0.233075758485492,0.265703077935927
302,-1476.02617844072,0.314365016663388,0.236268545359113
241,-1515.65531809245,0.741219636987821,0.210246712211494
432,-1457.51835928479,0.14590491463502,0.291724911083546
369,-1462.4811505609,0.486366941840382,0.264849903078628
295,-1482.45076064749,0.448267365878141,0.233282433358566
294,-1484.00220976922,0.280347527885349,0.232855845929917
306,-1470.9145481389,0.16758599867754,0.237974895073711
229,-1486.41294554801,0.312619522947755,0.2051276630677
303,-1465.13449447962,0.12219851779392,0.236695132787762
402,-1464.67380422238,0.362502737479134,0.278927288224061
304,-1478.81413708864,0.213902196769491,0.237121720216412
401,-1458.33584814481,0.190069392946115,0.278500700795412
400,-1456.4970009754,0.232382920837507,0.278074113366762
171,-1570.40174424962,6.97748081074495,0.18038559220603
407,-1457.55125884915,0.222843685427866,0.281060225367309
175,-1560.98999902195,0.763508979451857,0.182091941920628
176,-1530.8132033879,1.75484138978618,0.182518529349277
293,-1479.34264673375,0.28168574307584,0.232429258501267
406,-1461.34790963126,0.228742888508175,0.280633637938659
172,-1557.77716569919,13.4228674445483,0.180812179634679
227,-1513.17976781206,0.410253943481775,0.204274488210401
398,-1459.59096415538,0.128280685600959,0.277220938509463
177,-1525.84299244062,2.96225953777309,0.182945116777927
396,-1462.24630945611,0.124964036878106,0.276367763652164
399,-1455.93003726487,0.259738899111761,0.277647525938113
404,-1455.48735929313,0.114929350926362,0.27978046308136
403,-1458.14025343979,0.139695125016509,0.279353875652711
166,-1539.89604438796,4.68291900981399,0.178252655062782
405,-1464.59654932488,0.315064533639756,0.28020705051001
165,-1521.56870837879,1.29865971062665,0.177826067634133
170,-1523.38661568143,0.806783477343582,0.17995900477738
167,-1555.15027531788,1.21386895955972,0.178679242491432
164,-1544.11834595688,2.44111001777555,0.177399480205483
173,-1528.00744043995,0.585087988509464,0.181238767063329
174,-1535.31592332346,4.32791929346181,0.181665354491978
397,-1458.52918868287,0.295284404312927,0.276794351080814
394,-1457.66941860036,0.240343963424223,0.275514588794865
169,-1514.23194252251,0.508104544849839,0.179532417348731
13,-1670.82075553193,2.5553473935323,0.112984778479411
395,-1460.02559488899,0.347089946630497,0.275941176223515
10,-1655.15483847768,1.41979251638501,0.111705016193462
7,-1675.14532194437,17.3499064486451,0.110425253907514
12,-1679.80360423745,9.95980810659353,0.112558191050761
5,-1783.57136406903,1.45038891341842,0.109572079050215
99,-1610.79584275344,9.8842978381585,0.149671297343267
3,-1645.39013650117,2.36477490816819,0.108718904192916
8,-1720.29382680748,7.0551697006009,0.110851841336163
4,-1691.84975562129,4.78403682261543,0.109145491621565
14,-1705.57207255185,1.97763799814428,0.11341136590806
97,-1570.8923867506,1.54568523019596,0.148818122485968
2,-1768.92014409254,7.6571055400733,0.108292316764266
