"do_grid","loglik","loglik_se","beta_mu","beta_sd","b1","b2","b3","b4","b5","b6","iota","rho","S_0","E_0","I_0","tau"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,-1237.07303949203,0.038732711879012,411.478914971155,0.0878451611853777,-0.897006337418819,-0.332808563015603,-0.223391942245914,-8.04343691651748,-2.723121928114,-1.8683949359005,30.434810760389,0.347807938137609,0.128373443228289,3.48629715969501e-05,6.70955348930563e-06,0.0646920865519788
49,-1176.55690059629,0.0667359630670448,607.458974910263,0.100912484133285,-8.092795102274,5.10449611084477,-15.7671377720389,-7.15501830493703,-11.7444255043041,-8.73457529656702,19.0641370769911,0.43878300229457,0.08945661419567,1.87167029891263e-05,1.08543011829748e-05,0.0511116428613999
849,-1167.69103764336,0.0580892285762794,460.079684312555,0.0750777111177382,0.890003076765214,-0.755060130810729,0.407787313693672,-5.96432400505268,0.692593918797907,-1.96096047973632,20.7313259247024,0.345977575626899,0.0949304801403975,2.75048908062439e-05,6.86676256644448e-06,0.0582792971647713
668,-1248.37336201059,0.0636589939424243,646.527679789466,0.108421532143607,-0.228710477112992,-5.26687468376387,-7.86006684370842,-1.35167651026375,-10.3252349929504,-10.1562218536762,35.5307077698692,0.295832252698087,0.112252713618907,7.98809340480278e-05,1.04184741369363e-05,0.0821305015815903
249,-1176.33757891442,0.0964078472441078,415.578587446872,0.047531912563323,-0.469269497094615,-0.181584500759182,0.325649137161093,-11.8994240553274,-10.3373838413834,0.638867458424282,20.4704826778986,0.420889243451776,0.0992829244296324,1.97502240230563e-05,1.09756778217147e-06,0.062211942195632
932,-1317.11089886177,0.112844816178804,498.146934598756,0.0227515960627495,-0.755947701656455,0.0862478450471692,-0.0309636496712498,-4.92700611642984,-3.54118439204318,0.416495175100408,45.2274314802839,0.263098004059339,0.0965177097906642,0.000198306487158058,1.94738102603698e-05,0.101209243700518
697,-1446.21384965161,0.0730186153700984,922.58548459234,0.11926460682729,0.991002793655878,-16.3463586575707,-9.63825348880173,-11.2461817267116,-14.5757362911177,-8.38083652832608,27.4129615864494,0.38264145649278,0.0678315866900491,4.7515699717861e-05,4.17640740993336e-05,0.0733863884390702
749,-1166.8179005058,0.0577691588811973,395.669890299394,0.0476713728424958,0.232320569247307,-0.535853133582514,0.852698484981644,-11.9694618055573,-2.69120760539678,-0.338516097495616,19.0546446678443,0.357310297988573,0.117914329471907,3.45147642803909e-06,1.17640640427642e-05,0.0687252708921045
443,-1176.45864994719,0.0525073101679064,879.111801387484,0.0743611649931054,3.66965792609308,-18.1771459908626,-9.03524953905202,-8.31488819099422,-6.91994906413663,-11.7138379037354,24.2452503263592,0.31775462467605,0.0979470412652573,1.54631981482868e-05,2.33432397684053e-05,0.0509910905508716
437,-1268.64153682048,0.0545227174285619,603.381629746461,0.128993349961727,-5.99311922616701,4.77853827764118,-18.7405470910194,-8.65800737707104,-2.94331236374149,-1.98120336257444,31.7103699352734,0.328309283324805,0.105578984255999,0.00010122166757491,3.20744367611989e-05,0.0630914871631894
367,-1353.03963868779,0.0636156007535707,471.73026891954,0.0511398873128092,-0.275283209340051,0.272560035933413,-0.363893527644978,-11.1108964112193,-2.28533013823945,-0.505869540389921,25.4606174977518,0.306708984266421,0.114385544847235,0.000124682184739376,7.1369382259933e-06,0.0825252666346251
468,-1249.828898103,0.0485177950702198,613.413467737641,0.0920687695103443,2.88023868169351,-13.7877469037119,-9.28338421884423,-2.29940216792208,-9.77465642603782,-10.33786057363,23.3908869520268,0.352128940483057,0.105588372802545,6.39435727947916e-05,1.30305281394993e-05,0.0720324769898486
843,-1152.00097432697,0.0390296475726494,581.59376230149,0.0315569595876985,-0.264954480844293,-1.19256724159701,1.75373130427668,-12.9359731112327,-2.25860299163125,-0.748553883190261,22.289564439945,0.292209729328864,0.104710576931512,1.08299337282337e-05,2.09036421763636e-05,0.0534428788114411
698,-1338.88674644245,0.0928871834613579,912.311157803104,0.0960395766614207,-9.65763085651421,-16.2260875086052,-5.94483039161888,-10.0203105472125,-7.40848416735056,-4.43826872752091,32.5753407310725,0.224810372399538,0.0884318499806201,0.00013648219016024,4.66477819615788e-05,0.111277750649136
349,-1189.80262689577,0.160968973385476,536.509763574992,0.0668125370229031,-0.488143510476181,-1.35170394152621,1.65121908325216,-14.8572391322176,-9.7103856080776,-0.0769561336531368,19.6733229963224,0.383999813349799,0.0710360928133606,2.01392175148556e-05,1.02178548011309e-05,0.0587339298963799
372,-1487.65576824655,0.0491482252401033,629.608768899477,0.0507941692996295,-0.570882317722409,-0.0303497041122876,-0.901865101370978,-9.97883461304388,-2.9142494240816,-0.62063127963013,32.107471699769,0.332721068509119,0.0944282880044989,4.330271343215e-05,2.77970354295442e-06,0.071543454163168
243,-1157.50958787279,0.0491787245351315,575.787576686589,0.0264269773017626,-1.46820070875956,-0.0744625113365888,0.353444206050828,-6.90776862425902,-14.6978218516416,1.70241294937411,31.1055856123468,0.299409371182613,0.104386413476739,8.00009091079971e-06,1.96897265215102e-05,0.0569625466960836
23,-1510.99441581909,0.351284493550819,150.679487531292,0.0752693837260013,0.0407992210616068,0.0577518266922422,-0.00265726077674829,-9.62865931194054,-0.734696176089476,-1.37381274259423,36.7317434118745,0.120786845905322,0.699754198054376,4.68945264001575e-05,3.92856464655532e-06,0.0628474574140449
375,-1426.41657901074,0.0825132768901158,601.080983443123,0.040405279226071,-0.679190001413463,0.227647958920346,0.707239757625385,-7.92230631515525,-4.71529578336704,0.300557869865104,20.7138401033596,0.313417305316098,0.0790134969359261,3.10997835733865e-05,2.26530847018053e-05,0.0565949312182408
72,-1544.05345601105,0.074872354363172,99.767417706126,0.118730667712031,-10.477914916479,7.52117524192958,-19.3945676539198,-4.77748320764495,-21.5725979642234,-23.830186157473,22.1418632189681,0.999988389211607,0.654805626487849,8.4414553655239e-06,7.25812396656083e-06,0.032021053906825
568,-1236.99815388747,0.0811277105003038,441.431886791793,0.0699308236613217,-0.993377179392014,-0.630551651311062,0.448425365133926,-11.5060029326423,-8.2678915110845,0.0950947342658562,24.6368978894713,0.348282864804248,0.111606126498825,2.74207884801491e-05,2.27098294856292e-05,0.0783897621631708
824,-1559.02937605974,0.314395128670119,507.929937429353,0.00518310872055208,0.570300104426189,-1.13537147470099,0.943719371820331,-14.035450873977,-0.52274590830332,-1.68432857369722,18.6684728332562,0.360291084076857,0.101457834559899,6.37207079631512e-05,2.40045212967747e-06,0.0972507016965822
732,-1306.64246648363,0.0504022136569579,473.80168390336,0.0352443098518361,-1.44203393438354,0.600900542087411,-0.871883911944266,-3.70654400906353,-5.2253403511189,0.76066066257348,42.7703777374096,0.292314872286832,0.105276727270157,0.000149284977005154,1.29611633932377e-05,0.0784949381650276
898,-1307.00224292983,0.0326639310562,411.686213760421,0.0464290151494995,-0.45804311056781,0.111786032262344,0.19748034019503,-5.00940481461597,-0.771941872010119,-0.418378040935596,24.7603515696689,0.34066757739599,0.0973731187252286,3.7351442993699e-05,4.92960081655274e-05,0.105315579642024
68,-1233.39886369054,0.0541902457016575,475.187277625214,0.0806886404686301,-0.412357460120175,-1.293106820614,1.27019688552668,-17.2909974711532,-6.93392688944855,-0.81247306350827,26.8642094404222,0.327359698064456,0.12091267908333,5.33023926344479e-05,9.18365144001846e-06,0.073994145229576
192,-1497.80587251729,0.0510365248402036,452.507095987042,0.0010940964066206,-0.0203096885882881,-0.119719383560053,1.36589279074589,-13.4267985487676,-1.43025373949698,-0.0957592407648103,23.4877639484487,0.387010237854015,0.0937653342132169,5.21727653035043e-05,8.92307247032322e-06,0.0938614389354646
592,-1499.27487646998,0.0578944125424357,481.337731775629,0.00713711418501112,0.0507213186037683,0.197940947539073,0.65754571998097,-8.22145775182562,-0.491749303088158,-0.487515983648077,24.4050549197923,0.366396505118847,0.0860626017763046,8.20018202929464e-05,1.06033714975902e-05,0.105898908558453
696,-1391.09094252764,0.0986762713019154,688.482501632181,0.0512708256219508,0.375726473450622,-1.28826983561303,1.27856365828241,-16.6800795046061,-1.37520568215772,-2.03776650714313,23.5355387904404,0.363118971347885,0.0783454889909378,2.05570091092224e-05,2.61141033260657e-05,0.0499070161457901
924,-1561.47304133723,0.198492817965767,506.65228582818,2.46808535975521e-06,0.241007944800765,-0.767526020112061,0.267623879446596,-11.5169919794546,-1.85060644384481,-1.38314249193241,20.1807506327855,0.367365010762503,0.103105610887887,3.83828776975452e-05,1.51697298871852e-05,0.108788334219265
449,-1175.46344519937,0.0498663057075644,663.660458816691,0.0981546770865875,4.31945844207703,-20.2703308994768,-8.48412506576816,-6.22600653917209,-5.92066052158649,-5.01029843705615,20.7032178727265,0.321370268355423,0.110073241022451,1.54715481224029e-05,1.72831516980521e-06,0.0574930941700621
926,-1387.18874838127,0.0650478629302811,537.070854681359,0.0471764643473884,-1.27761620317282,0.512413156419805,-0.928059417885397,-4.74568863880183,-2.36042844383633,-0.203922144930192,27.2059497521294,0.288639218219848,0.0978207266251482,9.10413691389923e-06,2.5179662197377e-05,0.10318387656359
936,-1396.42790681541,0.062788939921557,463.744739531237,0.052146258782198,-0.00675367611044675,-0.236458711307075,-0.308627299439355,-7.93150736669272,-1.7390072155562,-0.882615940893304,26.9998998160896,0.322480726785673,0.109942087982344,9.97089002961471e-06,3.77228929610966e-06,0.091613588716348
384,-1569.30301881817,0.0617777080856147,565.200386963228,0.0358136482857224,-0.300896091384258,-0.577718694880898,0.879433049736684,-8.83724624595896,-3.98556976805452,-0.568072259434577,27.7428367076267,0.369161974264498,0.0829510139284852,3.85231297683878e-05,8.03085054548747e-06,0.0949111093342709
43,-1164.72029792833,0.0369496550845051,727.204135633128,0.0632470880116822,0.358301361219283,-1.83863178086023,1.00793445145142,-10.8744033961337,-7.29304698406858,-22.9561730492551,26.2120260783171,0.321564426607048,0.0985018907180629,3.19751063595581e-06,3.947574984296e-05,0.0759979516993842
549,-1168.44037347343,0.049258249754968,481.496933237701,0.0600218249998815,-1.60518777901956,0.112455157965822,-0.14467763914778,-9.30550121026563,-17.0079929238594,1.70091108923798,20.5832405738223,0.402448188315184,0.0945297885563047,8.96557584253797e-06,1.24561056653661e-05,0.0753579568368141
