"do_grid","loglik","loglik_se","value","parameter"
NA,NA,NA,NA,NA
309,-2966.49547268721,6.00041348217724,9.4356646545384,"iota"
308,-1913.76392250721,13.8095396446108,8.27895537769021,"iota"
217,-1834.99775220937,0.883511269875954,18.6893388693239,"iota"
215,-2930.28776545063,25.1875276164884,16.3759203156275,"iota"
214,-2257.57215544572,73.6389682191684,15.2192110387793,"iota"
216,-1746.7784230378,21.1107773528127,17.5326295924757,"iota"
250,-1697.65864070295,17.4783097579333,56.860745005314,"iota"
248,-1566.5484160225,0.842365858462877,54.5473264516176,"iota"
249,-1502.0552257947,1.73645252333831,55.7040357284658,"iota"
251,-1608.31387615071,19.6340284080505,58.0174542821622,"iota"
247,-1631.64827054903,9.10425162933869,53.3906171747694,"iota"
246,-1567.71848477296,0.788238124152768,52.2339078979212,"iota"
212,-2481.76800923952,2.39238584905141,12.905792485083,"iota"
209,-2961.28077871287,14.2689695709787,9.4356646545384,"iota"
210,-3007.64978581771,5.55388117859721,10.5923739313866,"iota"
213,-2924.25014433593,0.860545395022362,14.0625017619311,"iota"
211,-2976.50397721485,0.946550250553658,11.7490832082348,"iota"
612,-1763.99774991048,26.3453536986817,12.905792485083,"iota"
609,-2521.55579501586,17.3530618541784,9.4356646545384,"iota"
610,-2939.52772339543,3.76596871596874,10.5923739313866,"iota"
614,-3035.91032444852,19.5243892678905,15.2192110387793,"iota"
611,-3021.02691050514,2.26779927508488,11.7490832082348,"iota"
504,-2986.76784659976,17.8800116338085,3.65211827029748,"iota"
615,-2258.2154605539,62.1469694742737,16.3759203156275,"iota"
613,-2028.61648521822,8.1133275283907,14.0625017619311,"iota"
616,-2544.19211436675,1.90888595066688,17.5326295924757,"iota"
608,-2617.65164825546,20.4161254039358,8.27895537769021,"iota"
617,-2563.37741516637,8.77961194707687,18.6893388693239,"iota"
413,-2535.80530428872,111.450440384894,14.0625017619311,"iota"
412,-2540.49304353272,40.5702160707719,12.905792485083,"iota"
618,-2653.16973005822,55.083266762028,19.8460481461721,"iota"
506,-1541.34721411284,2.37496340444354,5.96553682399384,"iota"
414,-2922.42199506562,8.95598862822898,15.2192110387793,"iota"
418,-1496.57634525751,6.80669814874576,19.8460481461721,"iota"
415,-2144.10405933325,21.401629894692,16.3759203156275,"iota"
416,-2586.86492282782,158.283890156715,17.5326295924757,"iota"
509,-2857.91278053207,3.42619346563442,9.4356646545384,"iota"
606,-2213.32126201953,30.3490433797433,5.96553682399384,"iota"
605,-1772.81147863786,20.5033891292172,4.80882754714566,"iota"
417,-2636.85218015524,3.82210171105403,18.6893388693239,"iota"
419,-1798.77128125351,37.6219098747457,21.0027574230202,"iota"
620,-2885.54935794694,18.0198422130783,22.1594666998684,"iota"
508,-2591.04232254837,56.1663222516767,8.27895537769021,"iota"
607,-1844.08033488455,29.8632650287741,7.12224610084203,"iota"
619,-1687.59810524495,10.1453782774629,21.0027574230202,"iota"
901,-1499.4305531283,3.31524986465951,0.181990439752921,"iota"
420,-2850.17790067634,2.99129087936658,22.1594666998684,"iota"
207,-2619.35690003601,57.8708874528909,7.12224610084203,"iota"
205,-2696.40779052241,22.5689009619942,4.80882754714566,"iota"
604,-1765.22412270036,15.1822269725539,3.65211827029748,"iota"
208,-2540.50605216714,24.2014839208387,8.27895537769021,"iota"
507,-1820.7940615348,40.0005707003237,7.12224610084203,"iota"
