"do_grid","loglik","loglik_se","beta_mu","beta_sd","b1","b2","b3","b4","b5","b6","iota","rho","S_0","I_0","tau"
573,-1335.03664871192,0.0077366807196599,3934.35401547915,2.79536402134948e-05,-9.60430893118389,-1.16560170351832,0.169632901118974,0.769054680985905,-3.39255015127709,-0.754007646850661,12.4809366544529,0.167163288643371,0.423426343775158,0.000332113457105707,19.9160479576637
711,-1359.57648047614,0.00717487843134104,3985.63877361631,5.24277538248824e-06,-9.22537244139178,-2.00192620031713,0.617008496690511,0.149790728682969,-2.26314722336716,-4.72229320373671,14.02760323825,0.169384452818683,0.365543172684412,0.000714906435855573,22.7037480073484
939,-1242.11913737412,0.0101894320676039,3942.17991902428,0.000200590240262917,-14.044264964581,-0.541360544724438,0.253207569706265,0.742956394891293,-3.64170106557668,-1.40727333350438,10.3975099934017,0.188743909023646,0.524047741194078,0.00046293484596368,11.5414117379143
541,-1460.61494003938,0.00480370993414688,4176.25205240602,4.39118712551135e-05,-9.83786149510496,-2.42275552040099,0.612527243588303,-0.200661529468064,-1.49412507410365,-6.26124703315927,17.6299721504779,0.144852539361793,0.347148294762811,0.000434767926019599,37.6762627463536
627,-1148.82778529044,0.0182144969265535,436.635073562423,0.000826897027504199,-0.989100948148713,-0.132279039087183,0.576172188055844,-3.22019812939269,-2.97873532534849,0.0906632111376565,19.4272729366427,0.14553627974655,0.0421082009558036,8.91487523747693e-06,6.89674633427532
515,-1133.58608954559,0.0247221817342633,440.909369535267,8.6747186438811e-06,-0.816215470458176,-0.0551257869519722,0.710336748150531,-3.27626624724258,-2.04560892185983,-0.0274978396086849,19.2151381307779,0.154319756549463,0.0389761414583268,9.48006585804819e-06,6.2065778154672
927,-1112.35264930935,0.014573433698547,479.104997309454,6.66801433790682e-05,-0.840170879726722,-0.422155523511577,1.03641292345757,-4.31387510684206,-3.05512738085844,0.0766163884223915,18.7474788555716,0.166328516364364,0.0359956374148144,1.03666402809967e-05,5.30281373909636
192,-1381.42819871208,0.00656191073623959,4092.17714620612,6.66565773967667e-05,-8.10548195439974,-2.28997244481383,0.47176224787541,0.385093041697415,-2.7491180840735,-2.28250836710075,13.534930711865,0.151405707144071,0.558302317858642,0.000442366851968173,25.4444398529268
111,-1184.74915310878,0.0141081773609105,4072.57601135456,2.23177284092437e-05,-8.4152584936151,-1.03498809404015,0.347386807253686,1.013141934042,-4.94167737314886,-4.89851428811305,11.0588567264642,0.196404162574287,0.468135380195464,0.000262872280730492,7.75587814302687
567,-1325.51675499778,0.00833450247589973,4048.24801303087,6.02995060142386e-07,-7.27335694319999,-2.37345308811891,0.782025753476023,-0.0482025568830777,-1.85130288107951,-7.33448775156898,12.1657123908003,0.16312863353281,0.358917732041157,0.000408777320574883,18.8950876260925
740,-1024.7385328329,0.0316260162955838,457.053589952964,6.87247728632072e-06,-0.613607408755154,-0.169318047554597,1.0862149991771,-3.30202449277226,-1.30909895609979,0.0134370025948105,14.5676759037932,0.180501813167831,0.0328839064873033,3.27909143608308e-05,2.36747234198448
356,-999.823835438884,0.0378373075728291,559.245757230867,0.00760899887113279,-1.04191042900706,-0.601974917238805,1.21474373790633,-5.70875135849196,-2.71210672997484,-0.539940943333998,14.5193424561486,0.172472078146056,0.0298817790080613,8.62030585266758e-06,1.67082121911849
527,-1126.40471975246,0.0166630612613403,483.56665546255,6.74600565157941e-07,-1.07337844426679,-0.227036003065316,0.883336094650181,-4.11005341132701,-2.9594002387899,0.192405930597119,17.2346881935433,0.163197557792684,0.0355913048765188,2.20162552816275e-06,5.88971109860279
710,-1183.04974982669,0.0172113128293938,412.435290776645,2.04583078645964e-05,-0.792866616239709,-0.11721157071071,0.648612668475946,-3.13040893585311,-2.87923295980653,0.11409809899575,23.0385149558658,0.138349190058619,0.0440216534736979,1.90744967768054e-06,8.65965110472552
92,-1305.00313369481,0.00870095981943456,4008.00396336007,0.000632969159852997,-3.7397629464179,-2.50192388401683,4.56342938595939,0.817791868283971,-1.43379055948442,-0.866580894283266,11.3661107148889,0.209699004152032,0.000188642518290428,0.00238066005346828,16.6706027130759
433,-1440.47281854828,0.00483006195380706,4186.32653151046,9.61058582494242e-05,-7.49640766976425,-2.72834742193335,0.609379285592798,-0.125384706163578,-1.66576076174935,-8.39785849167892,16.5488372950613,0.142685782272574,0.514822026686071,0.000233904032663792,34.1796227212794
714,-1160.51687649578,0.0160846033676264,490.360939749599,7.80407332663246e-08,-1.65907532260313,-0.302514297377517,0.512961244797796,-4.40868514972286,-9.515021141921,1.0108191937693,21.443046750418,0.141333056802256,0.0422885421328485,1.0502304353623e-05,7.43715728954664
669,-939.027190661835,0.0653946910209259,280.476844555395,0.0863752523432887,-0.205505784408045,-0.371244372137582,1.60490595615825,-6.62440125331708,-6.43173715711143,-5.49245242548348,24.8534121813599,0.130094849385601,0.0656786651778787,3.94371840753381e-05,0.0645923394610038
53,-1017.67740372387,0.0376295734674473,512.007818323273,0.0141370171711071,-0.601106311351895,-0.799123701291383,1.55107208289956,-6.28379671452121,-1.94354933632789,-0.408044102114158,14.819469871952,0.186244808352184,0.0316796467276914,3.53923488849253e-06,2.1553989144316
306,-1023.02014347971,0.028700424443032,505.324709889613,0.00490807495909339,-0.941504313502934,-0.0982540905635712,0.933830488401575,-3.84473771794042,-1.07413569672782,-0.31546636918689,14.7850924259801,0.178256276855198,0.0310682383362814,1.19226370787877e-05,2.33067469369081
675,-1345.02863174521,0.0078230639006549,3928.31612481253,2.02925713599161e-06,-8.9477211990608,-1.60889015829201,0.377042808914827,0.436585394967911,-2.85228102318638,-2.53304820121278,12.9077230396068,0.169699394686912,0.332697289274543,0.00132880354505432,21.0215242412747
492,-1430.21549542771,0.00486284150210214,4028.91959459966,0.000606589204276291,-5.73159609728973,-2.45196338168176,0.692391750703001,-0.0407270600598511,-1.71032436591711,-4.34895457854045,15.3755620882721,0.150202043595318,0.445370434318666,0.00692504557441549,32.5219562048833
741,-997.044099980238,0.0366413784487878,450.765263313161,2.58145944853246e-05,-0.23849933890519,-0.243622970365676,1.52099689405079,-3.93380972265701,0.210833647294529,-0.585381798029612,15.1328806712548,0.188325628428793,0.0301868364362419,1.80427243392549e-05,1.61920669934091
423,-1444.91696418453,0.00447187846032627,4157.76285092805,0.000816352627760904,-6.7093928855496,-2.39400030796484,0.506956680530226,0.229807273529933,-2.24096611816137,-2.72680808729901,15.6762749117167,0.142836806387452,0.567023470418314,0.000206646525805918,34.93558670723
432,-1367.76174768673,0.00633852549274494,4102.18175908691,0.000660417399450826,-8.44957980647691,-1.99266759455085,0.322811925238279,0.458003394435668,-2.98082696543805,-2.14493549738423,11.6729174055992,0.151183738214827,0.564351337084315,0.000240648275285184,23.7022496825363
301,-1237.85369783134,0.0105401148730701,3877.66867755637,2.83816662103666e-05,-5.74671194474403,-2.07941149417557,0.88504561489282,0.0975339870544512,-2.79241637925557,-3.79325249601635,11.6167881450059,0.179304493602066,0.304936698812243,0.000587508458098933,11.2247244412067
854,-1019.40318021174,0.0319233479021729,403.466075900246,0.0150037756247234,-0.650577697109362,0.440311908373213,0.993033840875672,-2.2478341540708,-0.646175794874513,0.294137136136088,14.7353518462204,0.184642465881916,0.0309571542332568,1.55361931788038e-05,2.20875889870611
