"do_grid","loglik","loglik_se","beta_mu","beta_sd","b1","b2","b3","b4","b5","b6","iota","rho","S_0","I_0"
610,-1513.52856903995,0.707660094523201,9.05968832705003,0.0527809287704882,1.08245528584979,1.73422900622014,1.06885711408883,-3.05536114603668,-5.51863603487926,1.00674184894405,23.0835980848883,0.998600881383321,0.723380242153929,6.62570727327183e-05
994,-1506.40533181627,0.283210577591585,8.58004407133184,0.0568652699446908,1.42533079596824,2.18850895326984,1.24763630963015,-2.78325421414277,0.333211615300418,1.48559541417644,15.8224570767711,0.536571676567553,0.666414405830084,0.000105274560999352
742,-1504.62115400507,0.240031189976371,6.50036471024878,0.0581832648790337,1.56900056809063,2.37050835556245,1.19641195481798,-1.00678081349145,-0.32926176588126,1.47545391447149,31.3149993660259,0.56059556591235,0.764809817845155,0.000137299158502811
744,-1510.4892200093,0.318255127941903,5.44470663136637,0.0538268529980151,1.42731166442247,2.47697079736058,1.31925842917287,-1.36979928941552,-4.72587900431115,1.77821231365211,29.1235744926603,0.850591063876764,0.902124425734215,9.89724482570662e-05
774,-1502.8169809259,0.184938709126875,6.68776546545517,0.0534297049617741,1.57569938371203,2.07397379006766,1.53801027352383,-1.66320122872682,-0.254733348424411,1.03228650365494,20.182670211792,0.555084712042937,0.844697389263127,0.000147054416878648
495,-1509.76154762362,0.820398210831161,2.53852207754407,0.0545838819160094,2.37978103925177,3.21215889638543,2.33130012853124,0.561277162264257,1.01314325189087,2.91183272305763,14.090577450009,0.723842878400086,0.766931868927012,0.000141169419844822
552,-1541.38877054912,84.3227243007089,7.25153003757353,0.0479210577224502,1.03305631917224,1.92656207728263,1.00461427788109,-2.20594826856126,-0.777834067308868,1.32626026106005,29.7971673653651,0.996024716912443,0.763709263805543,0.000158780013588806
195,-1509.79140696331,0.45150485068172,5.04090153209249,0.0534095348021574,1.40319643335237,2.16310560460249,1.61167402646351,-1.36605195765242,-0.899283111741855,2.38230027176916,22.1722901428062,0.999977530400291,0.927857550962565,8.67131521883616e-05
1000,-1502.51955440999,0.330396288453965,0.207555648841408,0.0549517001823098,5.41003035069039,5.76640213447093,5.08048194852144,3.33144488849232,4.26410630409036,5.32491515085938,13.9895421001275,0.398345117959487,0.787054670255678,0.000196206868736936
966,-1509.56205131066,0.348751424605227,8.68246051587695,0.0536437687091789,1.07805551171013,1.99031336410197,0.808025886631681,-2.73235023869127,-3.55311184968408,1.09985049558166,18.2795324972822,0.998766129473187,0.815453190503574,0.000127213739165365
218,-2378.7597783778,3.24258628916565,18.6906427640779,0.0714262983919113,1.70155789160667,2.86169002922098,1.38718719311998,-1.13531786151446,0.767387843611638,1.27026865175576,22.1361236020566,0.999926016556664,0.00319983821100713,0.018006803693318
163,-1523.34090547966,0.369034530548392,13.0790857703754,0.0528774700840632,0.672421758744311,2.22492160382738,1.0228758852558,-2.4643824916979,-0.328971710630244,1.79844670299404,14.1876304073845,0.999979408618101,0.390041639712734,0.000318941316033122
627,-1509.80094360452,0.142231269199363,8.99870513532493,0.0623595361409975,1.28085127775242,1.56093583833693,1.22537394067992,-4.02709218757849,-0.923129364547042,0.348835605440738,19.7144410985484,0.995679188171458,0.825234171048658,6.59551110154693e-05
83,-1500.7462792896,0.216732821263867,3.31871483671142,0.0510542068792701,2.35359159155218,2.6658639658509,2.215480280176,-0.684853464706764,0.883898510960876,1.52177616082633,19.5773468734131,0.8983709260427,0.943466447538978,6.30452674971491e-05
767,-1518.18500864776,1.85629448121072,9.19844872561538,0.0539740196725859,0.702235344695923,1.93503502301365,0.304780297163198,-1.58421086341996,-2.97976200585829,1.11364849466952,21.9888466820013,0.904857662801268,0.834270915239323,6.11309247704168e-05
553,-1506.92665340427,0.193022514552387,5.45324017329229,0.0641235118938974,1.61704066883076,2.41064370433849,1.53537535633373,-1.12921229163304,0.417648811597402,1.84801139808626,15.7611360056844,0.558948516407577,0.801509168385237,0.00014840474775075
25,-1511.05120229845,0.313537610157524,11.0551542455316,0.058054077255786,0.799153080796457,1.77085443418738,1.30427869016259,-2.57902101081183,-7.75925229623492,1.67905883171688,36.6209205703425,0.804291630126015,0.570834983684679,0.000126073793318617
549,-1503.69543260901,0.349265952256217,0.71751703873809,0.0549233339713601,3.78802301264312,4.56507121901322,3.57546757379361,1.62473030210363,2.62576420481251,3.56900161052729,17.3413959937558,0.633694176090629,0.891041236876394,0.000139100751704413
192,-1505.41654786935,0.106721523998583,7.21440073357652,0.0605196818527054,0.867000229675992,2.15119520749521,1.42047227899777,-2.71958741427107,-0.889187345760989,1.46963776819764,22.1859204308373,0.752384444613789,0.875768067626872,0.000105734552844442
976,-1515.5846724009,0.571059813035363,9.43242613872865,0.0550073912798446,1.04522437162385,1.77996271407477,0.844297067357403,-3.60177319747111,-2.10086124245101,1.42496309941955,15.4244661672472,0.950288571803986,0.743126443966308,0.000112289795379701
750,-1503.86189916059,0.125983622831047,0.724282076183675,0.066123266720707,4.34739111882058,4.09000978229781,3.94369622024146,1.43617749771166,3.34492237292675,3.26409090245633,26.9801216842768,0.496485815259356,0.917197126910578,0.000115864891972417
189,-1506.47520299497,0.234902687974416,8.85126365212926,0.0556803485150583,0.821266425810678,1.724957458478,1.0465208818012,-2.61072386455086,-5.0341084797083,1.65386124605535,25.9295531793905,0.781739390268449,0.857184593085361,0.000164751848243341
997,-1502.78997462513,0.205570377391683,3.03222395667612,0.0586398191828261,2.64890945429536,3.38165867583321,2.27984609196897,0.41179648922929,1.15440616789558,2.67456048641749,19.2316310285382,0.572863533175252,0.644829272904488,0.000192940258898481
184,-1512.02979955311,0.573551084132586,2.42797934161472,0.054051378632848,2.06385708193681,3.07475252268891,2.2352027953747,-0.211897875713026,0.919797451245938,2.67218139892075,21.0370664437301,0.911183049638306,0.958195895134845,0.000146113712224006
983,-1511.96791232186,0.461522945858797,9.35119259270757,0.0584444507922234,0.820770353839716,1.69402168098421,0.647313073463635,-2.36407759588661,-6.73561596041784,0.859284447550211,21.0849048776281,0.997103991743566,0.887996327269194,9.34341483484299e-05
183,-1506.45094020123,0.278187101239535,8.75050635893652,0.0576635871601438,1.53354897052621,1.42035645424158,1.46262667929964,-4.03794680248097,-0.130885119824589,0.943077509487029,15.7494746333168,0.610094795890113,0.805179419556886,9.93327696283059e-05
634,-1505.78975015889,0.166730428315035,8.56714114546416,0.0547415016774854,1.36911625798967,1.57285981163441,1.50943702114694,-2.9970319666207,-3.20861380518944,0.843188641525476,31.2472808962042,0.978090532221575,0.78931069055747,8.22474574531302e-05
737,-1507.98942999746,0.553635787038022,4.2320603809213,0.055393185548845,2.57847998288437,2.43267778525371,2.13974568395936,-0.941453195445348,1.45908335706134,1.97485062274565,8.9332703628248,0.631119688182393,0.741000596183768,0.000101234720405936
488,-1523.59545831778,0.301548869250647,12.6746233317516,0.0602611930942099,1.63765384257927,1.62113617660076,1.41257973489193,-3.68911713446077,1.26056129255641,-0.35428591384799,19.3141347675612,0.988450297925901,0.432718715811406,0.000329064481452279
19,-1504.24925489039,0.283616961916921,8.6204611995527,0.0559232032589779,2.03344034429479,1.59656666176743,1.46143842767047,-2.58518952491643,0.271319698617724,0.963875576434295,16.3523456679615,0.411732090394127,0.76249224119186,0.000106859055904295
856,-1515.50711905118,2.64752941787759,8.58579700195947,0.0485724051195812,1.0617203739231,1.73161301219989,0.997755441066238,-3.35878964199536,-4.05582995184939,1.43630381582049,25.2297258249957,0.999672159363633,0.781806341108945,6.87772765415963e-05
26,-1511.00147634458,0.199544028170393,11.8072123108529,0.0520497826297718,0.98981885639729,1.27427394405896,1.26271208186543,-4.64014743613847,-3.91511550908508,0.439171837505583,25.1683580861838,0.653477285895374,0.802205606026552,0.000135582646550185
683,-1524.89899428662,0.658474272413508,8.7756481604359,0.0551608736709349,0.697160523279301,1.76854085236019,0.688512404626448,-3.55086404674108,-6.94093541943227,2.32571289684726,29.1121236208651,0.390231813443855,0.931885321408952,0.000116202441751085
496,-1528.14097757604,2.35019527111017,1.79923734976628,0.0546223067545672,3.40247071007711,3.69266042210003,3.15666755215315,1.13584513710974,1.94401288761523,3.4366771183485,15.9742530981013,0.512482431745568,0.501675064022588,0.000139533333377847
632,-1508.72598593122,0.24648522900326,2.22739500170015,0.0535118574398345,2.6371262582088,3.46311536801279,2.79027214944738,0.946326095412171,1.46163804871623,2.65849960723474,21.1058384966915,0.865722374101825,0.664088694249779,9.22520197980324e-05
577,-1534.54835413516,1.55349646327503,1.44855231316416,0.0474697767563859,3.06989407628994,3.68101326090318,2.61675240592484,0.786200973523786,1.95155679031806,2.87860968319998,17.7243089151083,0.975964594148791,0.847720917737973,6.67942287933683e-05
630,-1507.56669176434,0.276779194989621,9.7357045232074,0.0524001278206509,0.887011859136551,1.43804419180337,1.27750637411522,-4.65101239731384,-2.77850915906411,1.25657257320684,24.8945134060369,0.94281208559801,0.828983814963952,0.000120590343154706
736,-1511.66348330414,0.539820354284553,4.93293928904024,0.0538645752157881,1.37966567240383,2.69404830253528,1.53943660278473,-0.204464086645477,-1.26263845422844,2.70278305308246,21.5491661529809,0.899925907247443,0.733264404226908,0.000106664736995155
50,-1532.57367643839,0.149236340893224,12.0905367079829,0.0587396327624159,0.480948835504831,2.26161252402807,1.37452498375545,-2.42436544383639,-2.11061459888257,1.96873678035262,29.7907241743688,0.999341639170225,0.361415271452336,0.000557191734068084
974,-1506.26994377876,0.174610011370054,5.57592453682551,0.0599070960189912,1.24291308409466,2.4229167676628,1.50547479587973,-1.58795864899222,-0.384760397266709,2.38178134220693,19.5457098543052,0.602686662391922,0.871814692300977,6.19175439992899e-05
729,-1505.10133691599,0.221520000112798,6.75196041501969,0.0593577504719145,0.991344088992782,2.08278924991917,1.26254170581116,-2.26961417245329,-3.64857125766691,1.63054856513777,32.0289393489132,0.850387778105316,0.948621448243439,9.08444938063913e-05
740,-1504.43649779412,0.157306355973742,3.25658212836165,0.0603439031662913,2.54023383648816,3.10584795131374,2.3308613321865,0.207831236620206,1.26028124380813,2.09003826254751,17.9885687834566,0.878094670438836,0.654428447662281,0.000118307618238695
889,-1506.73617151053,0.319885377260811,2.46359720783564,0.059086843404888,2.86328296720986,2.84417109766239,2.39770135524929,0.284971007611285,1.57481985342937,1.60641892900505,19.7280780615061,0.933101921715104,0.925269019808572,7.41724889923133e-05
18,-1500.31810663753,0.213907629635382,1.81047760652738,0.0554084955365949,2.92684065989286,3.37505882462882,2.80092721249395,0.641028717390008,1.89628596011029,2.84529101717248,25.0148227429114,0.69125528538829,0.907503263466198,6.48061360814836e-05
27,-1502.53065692922,0.517883857140798,7.01796891292135,0.054767279451117,2.07338631709385,1.97987864480934,1.58102502085638,-1.45759815242117,0.152446584889373,1.29531917323467,21.2570027313524,0.470103825034795,0.723156074094029,0.000132771026038043
734,-1504.90901036062,0.15013919951854,1.60694161884645,0.0644405912336841,3.40041248139359,3.54906464936735,3.03523327213108,1.04023623781043,1.42958418416527,3.00462890545915,24.3334948699748,0.426676901630767,0.834905490202771,0.000150023501525832
21,-1504.88411679021,0.149780691773637,3.78115358574669,0.0676581858327244,2.22518543604366,2.88582812188063,2.05273264579099,-0.209730052493114,1.00872357809401,2.10197514927538,17.5521764526587,0.421269596874745,0.794210020900695,0.000106515841644257
445,-1511.28494558177,0.411524513913535,6.84385922417875,0.0558871444534926,1.83224142825022,1.97460241062608,1.4189812614774,-1.35442393124481,0.659134647203739,0.863695910181489,10.1528560297932,0.998300445629313,0.77218762042897,7.89154648427686e-05
636,-1505.79322001729,0.63790231023163,8.34779384238575,0.0518505620123657,1.20691279447843,2.20881096891019,1.2004830281386,-1.92687154068384,-1.08781948925722,1.54646027981334,23.834988617395,0.603025777936563,0.661866033123698,0.000153223153158358
988,-1510.46462803801,0.485504379855301,8.17753679285277,0.0505356796938665,0.721381524141565,2.07300571127258,0.867731489169073,-2.46330649713921,-8.01351546391546,1.01739723223052,30.6805870922077,0.983741088260207,0.873249254174992,0.000116665615767992
738,-1506.204417173,0.358492199418162,7.45709096680836,0.0538613640664682,1.86431914126505,2.01334000967718,1.31175837655904,-1.93480335374559,1.08804503725768,0.803659912870159,13.4931348420841,0.90140588656121,0.74392950706533,4.83420918116776e-05
442,-1530.79591336329,1.36173658853189,3.77663548099448,0.0472530064502813,2.54926234332329,2.22625923712584,1.98436659047911,-1.11129644274657,2.14548467830366,1.4184617008575,15.325525370333,0.87701988310702,0.905414012172359,5.99553900040092e-05
608,-1510.95973058457,0.504197607855619,7.48620680578302,0.0539077342946957,1.34890686164521,2.13503045166329,1.42837168782481,-1.72696811137857,-0.888752686798696,1.58174389282732,25.4773146564308,0.613570198449477,0.648774997310881,0.000131510332078004
633,-1510.45857856286,0.356703116983482,8.41062908184003,0.0561566396312093,1.58626501863694,1.3046797348557,1.70801135828664,-2.68390392679107,-0.175225321644797,0.537504002885121,24.7575879453076,0.816166883164442,0.754311945053693,0.000100287711070569
975,-1513.60366325694,0.120528095454249,12.8720806103792,0.059916352132043,0.905653928608559,1.29995798281947,1.56572681555419,-6.72253013380533,0.172739461977739,0.715331684302282,15.3197720237304,0.942871516496647,0.632134051682827,0.000104152344177136
588,-1515.32182328094,0.677646999398899,2.07442437296555,0.0533558882898677,2.83077290207782,3.53929107650202,2.66522330128975,0.713132863424884,1.06278538668765,3.18051973012879,23.9563631377083,0.971914235305143,0.626104887549126,7.45410920520882e-05
989,-1504.62689192767,0.320899898619428,7.24793813476162,0.0608425472703497,1.8891362592603,1.71639753021239,1.56030508784581,-1.90872407648585,-0.00982401439318028,1.35851275618186,23.0691417625049,0.403806279181575,0.820595860169018,5.67778321781932e-05
918,-1528.44912743986,0.139382174473998,14.540430542173,0.0613669716314335,1.08692586040121,2.16302653234326,1.26617301403447,-2.01204336987426,-1.38721772121859,1.97990628231007,18.4985133546587,0.999833643454454,0.297178604788994,0.000641741079358753
825,-1521.96490639586,1.999623624239,7.94834246560247,0.05161894802219,1.93216719840261,1.39649736773678,1.47429196503167,-4.01825405052603,-0.244159463415445,1.3181192710854,9.99050469007607,0.999990888196508,0.7989473771208,9.53282566225674e-05
919,-1507.60909521539,5.40693384525634,6.13960013676158,0.051102705885218,1.73375838119843,2.06794130050263,1.28155002350683,-1.73167519174969,0.228446519345423,1.38497795766734,16.5068113276241,0.96154033016178,0.842080576625004,3.7642633234944e-05
358,-1511.0306535406,0.143737443502316,8.63679650393437,0.0575961003933501,0.760292761124859,1.49333521263439,1.39893254845232,-4.0314484591851,-4.73801345529616,1.96262590361952,29.9994561016334,0.993080190842572,0.889431426109079,7.03177371467178e-05
769,-1508.29334856117,0.614040328739141,7.45416504653603,0.0557624080154522,1.45745523875955,2.0454347889275,1.32062249902491,-1.62842905916583,0.206109080608016,1.01123078751575,27.8094179457497,0.863707466699304,0.676994577857646,9.60766727207034e-05
751,-1508.2071015313,0.178429590120402,6.30111017651497,0.0592745280188125,1.65460239576995,2.48627926278587,1.76235878668262,-1.31557960157854,-0.703456383256299,2.39591859104201,18.6124733504667,0.611090556399686,0.612408327528059,0.00014089511058983
601,-1512.02002253836,0.211251769298961,8.36850821813937,0.0650856550421872,1.69453797885914,1.65699234372715,1.52624874483565,-3.26535069550865,-0.910074625272924,1.11030882549417,29.6424251695948,0.534531562678861,0.707023043070254,0.000117381274461373
48,-1520.67800993987,0.335183733446718,11.1937383877931,0.0513610527180828,0.496926259541757,1.47986185777561,0.915320965509936,-4.48942445310391,-6.92573268732246,0.00716412258555081,19.4768326284682,0.999496970008899,0.776332756617847,0.000131078262097578
581,-1514.42606357563,0.609764413030845,8.43975791853075,0.0557929783507518,0.71675021617852,2.2474097477087,0.559475025811612,-1.99862798721301,-3.49006097046523,1.20958731643859,36.7844111216112,0.999988745624279,0.784422251841625,0.000115746346225295
851,-1514.74042134417,0.114293433017526,14.5599816849378,0.0563622609871357,1.35464824460235,1.16989997863848,1.58193938807155,-6.69758892288677,-6.98372632935892,0.233318548769792,17.0058160286126,0.980455024999545,0.55352973824135,8.48662365987905e-05
480,-1505.29953385835,0.228650676467033,5.96156003351127,0.0591434430297538,1.7351943670525,2.52041803360003,1.48218415159281,-0.70618017338328,-1.02371119964225,1.75389472168018,28.4932373182235,0.819268142344034,0.674151060168707,0.000134779709344903
75,-1505.62772393787,11.5942281432921,4.33431147539797,0.0465583354527335,2.32086441814881,2.51615562038335,2.02478589995268,-0.6822384593414,0.896588488797872,1.99620199468857,20.6602472150532,0.687445163263795,0.715695382418336,9.11073236456397e-05
727,-1505.12398906107,0.462031848885235,6.40676388487567,0.0506110194143754,1.46815741754166,2.09132173732724,1.44218680620159,-1.83823760854641,-0.257608208688221,1.15558171120781,21.1895974742871,0.77030451709404,0.809404713785196,8.52582505291414e-05
714,-1507.31455339179,0.160729548369787,9.50791754594783,0.0589765960694349,1.1513048111481,1.348316588578,1.46742013816714,-3.90732694356455,-0.637850935969512,0.88245970583437,16.7041861160883,0.800805404448878,0.805085571160039,0.000133007222660091
196,-1504.63994880547,0.526538843589134,7.97427364114318,0.0565398846494851,1.50405436420345,1.60330863769282,1.28372465059846,-2.52160679355128,-1.01185402127105,0.802357902422732,29.831206246667,0.652528334969959,0.848958970436854,9.82746977472257e-05
415,-1516.9143524674,0.199522856088848,13.9864237922786,0.05808449849292,0.0923529318927298,1.91314758658674,0.625472525235836,-4.43877700273064,-6.42698589168738,1.90278571655251,22.261634997044,0.996769552094317,0.591690702434736,0.000269001354777308
990,-1511.10154750522,0.235771441218678,1.45325065730119,0.0689484034496808,3.58129188204671,3.79636718431966,3.16474126879751,1.42780349213318,2.60310655226009,2.53644805371808,26.465236115638,0.584600887970992,0.641361747689892,0.000124753676702315
81,-1499.58837512766,0.231221333912286,6.47837341515944,0.0553234522356418,1.6726180220454,2.07521400562697,1.54234951434419,-2.2173814317196,-0.250793597760209,1.40686339842767,21.165061654536,0.590040675281777,0.847200853958184,0.000125800239722116
440,-1503.85994225109,0.1757503060698,10.5536661565747,0.0561107853911291,1.60816801149932,1.44076623442149,1.249571510675,-4.09866402467241,-0.0730845865699427,0.439548751154147,16.2833396423104,0.514912228441259,0.760881903684967,5.91261329792689e-05
915,-1508.93701725379,0.165973585253122,7.57174044178633,0.0592951021026455,0.687466711004715,2.28416531245895,0.687125480676633,-1.85306032555735,-1.61159339910851,1.3356970628255,17.6247498579392,0.7934745855602,0.94462235456394,9.95812101080257e-05
663,-1504.40120648408,0.199276547513549,8.83432770806103,0.0533456353947405,1.4837800559447,1.44728984987562,1.72237713683108,-4.5190360154476,-2.89797940131003,0.908184454926598,20.2748687625228,0.882527402424072,0.806091383946992,8.07573097836913e-05
473,-1504.37612860119,0.190613302592544,5.98839537564956,0.0592803026699211,1.77963468715338,2.36714438166037,1.60199059641734,-1.4051742543867,-0.574921419179415,1.68745847110639,26.5478794381075,0.928066754791944,0.725991989627339,0.000106957078673932
686,-1504.77921600373,0.120132243630739,6.67637138641302,0.0605351698655929,1.65978481547701,1.92577466553056,1.61408484282509,-2.78203183744016,0.441158613694686,1.20271942115699,29.9620216888196,0.422992022546847,0.904400543611924,0.000321880695333501
864,-1510.23403737546,0.282546343639876,7.36846618205605,0.0604276873458603,1.61385065138376,1.43259365958415,1.31121307473806,-3.60783456432426,0.620487445754717,-0.316926340968129,31.4195061183022,0.751174046438166,0.983349658999292,5.56574674612353e-05
977,-1511.96341757401,0.461149505911915,10.1324461741279,0.0535775466396893,0.415823565331524,1.90587498993912,0.459539260850376,-3.23789109258578,-8.35949788714726,1.7567443739651,29.754243859151,0.976806026895704,0.817170336384657,0.000104468466928965
957,-1503.37973499506,0.427850358795798,6.75038709207397,0.0534374629954748,1.67256626537314,1.95996642527391,1.59242837482988,-2.4769821951008,-0.375361456443486,1.3538026608314,27.286083909077,0.802788683094755,0.7709204033143,5.85071322834742e-05
499,-1505.7796571699,0.185762905692261,9.09643743613541,0.0618566964311811,1.31182262827446,2.12942890589527,1.46126302087948,-1.59588271281319,-0.586860107099367,1.4746912121882,26.2189006535018,0.4709683138273,0.580286047558279,0.000354817214915238
914,-1503.22957142707,0.212782117185577,5.84595411389716,0.0545841711324308,1.43924757765885,2.14026241922568,1.40519524424432,-1.79320422384594,-1.47971289235496,1.50677188091761,19.7464000412649,0.926146310192843,0.941492410687367,0.000108518453128088
890,-1505.94064828011,0.321937989592677,9.02801345842876,0.0530880298414061,0.923779028370547,2.01088301875769,0.966363905678685,-2.75421461151119,-3.12009877364144,1.92517285869913,17.4440809692723,0.706579780867816,0.768449895500001,8.93200328955219e-05
579,-1499.54934297307,0.153198124164119,6.26855544434322,0.0559203194389094,1.70067899274734,1.93667388875262,1.67011053658242,-2.06262170333891,0.253183403598936,1.03456692338868,23.1444924835341,0.661737147916903,0.910150870589064,0.000122534136157675
628,-1505.06476569828,0.141507831046082,3.29425115610298,0.0656189622702877,2.50921117751335,2.83275694872055,2.33473584626269,-0.137406015676801,0.995742550268749,2.49910971641839,18.8382755044435,0.440304858832872,0.776923702291853,8.56488926133352e-05
910,-1506.90716870872,0.158999369991138,3.81847608968759,0.0589075223068865,1.55842895413106,2.78391643249109,1.74903685513142,-0.704710109147259,-0.271608002370711,2.40704233255019,20.4594428577461,0.982006670915726,0.957052237360556,0.000153728161575994
165,-1506.0575155771,0.555275026758027,1.30469551549573,0.0562628490450241,3.90209808020286,3.79861349735752,3.33357382924887,1.53444442079903,2.69437624049693,3.40824582762862,14.215312560962,0.519467758536654,0.670502418826451,9.03094045286122e-05
980,-1511.07553318988,0.317550196635906,6.65318786756034,0.0512286196656793,0.631754700206369,2.27848133496165,1.04557372986218,-2.8554682570308,-2.40791755672448,1.7937479384939,30.4299279207762,0.847496579248005,0.951933360790218,7.16075166528523e-05
593,-1518.81216078538,0.41066689601647,9.36860697533169,0.057518195350741,0.968024025075995,1.41108047552477,1.14770924243433,-3.81830769453723,-2.94462567895322,0.964163647313791,24.1856791964,0.809165504643012,0.771006365677291,0.000177146235347011
76,-1509.74975552487,0.181450780840268,10.7513532628261,0.0579327182009724,1.05148820768778,1.51122207278126,1.06449508077416,-2.25339589506659,-8.67963851073741,1.57513469748605,27.3601567761869,0.636268015773644,0.72678401271986,0.000134381456946272
551,-1516.71794205572,0.198269304496743,16.286185052821,0.0613221862884809,0.807711015251913,1.72788583445387,0.988995921461276,-3.78182669136555,-4.05573120506028,1.23097795535406,15.6427193743785,0.640194323105051,0.425842324813802,0.000339192027856223
881,-1506.5764382391,0.622714801945539,6.8169881080325,0.0541603544315815,2.18943299169048,1.73718556810187,1.766886922809,-1.75237898676281,0.994444908879664,0.952074919140807,14.4054567624615,0.764927841900522,0.725126488709773,8.77903074869816e-05
798,-1509.31774424808,1.0220134145645,0.468541490786426,0.0528685512347336,4.34223426715935,4.90900079871187,3.70961636847751,2.57618187332881,3.24039709928361,4.05585979942443,28.4099631362178,0.848916949933843,0.931845393332378,9.28574824154212e-05
351,-1510.22430802725,0.401424795424575,5.18999066796212,0.0543432617223124,1.724483877238,2.46617246472639,1.78894365568678,-1.48752203983124,0.882646198692968,1.70328648204399,17.842824512558,0.992096764622023,0.708915371585448,5.189009519143e-05
836,-1504.54282420318,0.484758981771701,3.44478452539386,0.0504304171444482,2.6193991472961,2.64405750715814,1.94133650872073,-0.807218009125332,1.85617859386511,1.35818268673255,13.7134008995203,0.846091731107126,0.943968245368394,5.5639271694373e-05
959,-1519.54320216159,0.359237655857846,7.25024584201349,0.0624654573128716,0.789254948705774,2.05066760525726,0.752177649477131,-1.66024703968664,-4.2925495725278,1.42226179049048,31.670563161044,0.998929403214993,0.871578179507449,4.29026828861927e-05
102,-1511.80850122563,0.763512463031991,9.9749579756842,0.0516017026183559,0.836309939788914,1.49453864650442,0.893863469298604,-3.81370835356839,-2.29956802797609,-0.0223486582469372,28.4546751475668,0.998530228502901,0.866930410320065,6.16145835088147e-05
187,-1507.87105381679,0.256677105334009,7.24718106590511,0.0593877274451173,1.7052916936116,2.14312399211081,1.42614135598352,-2.56051221317624,1.10042193497968,0.625059357088211,27.5458399524644,0.723223771233058,0.71082751202471,7.8340777708101e-05
831,-1516.15770062767,0.357275792220616,8.12295569945791,0.0557821933754907,0.554876636302112,1.79199806463865,1.05145104158864,-2.47935399532112,-7.37548234515006,2.14931391779678,20.8522906378528,0.933797916612607,0.853021883744752,0.000106724217629861
838,-1520.17143001401,10.9509999194488,5.18296809504734,0.0483756533893379,1.4875832351564,2.31145731414826,1.29460863311849,-0.940070997118005,-2.68557333932584,2.39229246950773,20.4204250721387,0.999952645261151,0.874497176241263,4.20688049842582e-05
462,-1509.60806398047,0.407218026791371,9.50866270281845,0.0589557885508331,2.16335978289285,1.15126016811671,1.84612563248539,-4.04639565692444,-1.90855773026336,0.188346493622699,17.9860148133311,0.608521066937804,0.74263157491381,0.000128750849412734
79,-1512.99449960461,0.343310503554663,7.58201382892757,0.0527991236786962,1.5376210890124,1.92419917950723,1.34955302973003,-1.499454005579,0.0947519956486967,0.350394314744363,40.586820931145,0.54236031153952,0.766370950056217,0.000124366317169066
96,-1515.84383104043,1.0677837358324,11.5021917038004,0.0529737951427418,0.760145173971002,1.49711315240776,0.93999342361785,-3.22060196501565,-1.56237526291049,1.15002835857851,16.7719811945279,0.819565210932089,0.662035315278112,8.03022911645635e-05
